"서명","저자","발행처","발행년도","자료유형","소장처","등록일"
"(신비아파트) 공포인공지능탈출 :AI 과학 상식","박동명 글","서울문화사","2019","단행본","서울도서관","20200224"
"(신비아파트) 공포미스터리탈출 :미스터리 과학 상식","유경원 글","서울문화사","2019","단행본","서울도서관","20200224"
"(신비아파트) 공포생존탈출 :SOS 과학 상식","박동명 글","서울문화사","2019","단행본","서울도서관","20200224"
"(캠벨) 생명과학 .[2] 6~8단원","Neil A. Campbell","바이오사이언스출판","2019","단행본","서울도서관","20200220"
"정전이 되면 자이로드롭은 땅에 떨어질까?","김영태 지은이","나무를심는사람들","2019","단행본","서울도서관","20200220"
"(세계 시민을 위한) 인문학 .2 미(美)의 세계 - 문예","진중권","지금","2019","단행본","서울도서관","20200218"
"아이슬란드 :2019-2020 최신판 =Iceland","조대현","나우출판사(Now)","2019","단행본","서울도서관","20200217"
"(일제강점기) 경성을 누비다","오인환 지음","한국학술정보","2018","단행본","서울도서관","20200214"
"일제 식민지기 경성 상공회의소 월보 기사 해설","정일영","온샘","2018","단행본","서울도서관","20200214"
"경성신사를 거닐다 :일본제국과 식민지 신사","문혜진 [지음]","민속원","2019","단행본","서울도서관","20200214"
"송파산대놀이 음악본","김호석 [지음]","민속원","2018","단행본","서울도서관","20200214"
"사례관리의 실천 .6 꿈과 희망의 시작! 지역주민의 평생지기","서대문종합사회복지관 지음","피오디컴퍼니","2018","단행본","서울도서관","20200214"
"(신한옥) 화경당 :은평 시범한옥 화경당의 시공이야기","김왕직 지음","기문당","2014","단행본","서울도서관","20200214"
"(사진과 지도 도면으로 본) 용산기지의 역사 .1 1906~1945","신주백","선인","2019","단행본","서울도서관","20200214"
"색깔 찾아 서울 가자!","조지욱 글","나는별","2015","단행본","서울도서관","20200214"
"경복궁의 모던 프로젝트 :네이션 빌딩과 건축 텍토닉","강난형 지음","시공문화사: Spacetime","2018","단행본","서울도서관","20200213"
"Boom or bust? :강남 빌딩 붐 이후 테헤란로의 미래","이선영","우리북","2019","단행본","서울도서관","20200213"
"응답하라! 1950 서울 무슨 일이 있었는가?","최용호 지음","전쟁과평화: 전쟁과평화연구소","2017","단행본","서울도서관","20200213"
"ソウルで新婚生活 :新妻ヨ?コちゃんの韓?暮らし","たがみ ようこ ??文??","大和書房","2018","단행본","서울도서관","20200213"
"(기적을 부르는) 안드로이드 통신 프로그래밍","박헌재 지음","투에이치앤에스","2019","단행본","서울도서관","20200211"
"히틀러의 음식을 먹는 여자들","로셀라 포스토리노 [지음]","문예출판사","2019","단행본","서울도서관","20200211"
"말들이 사는 나라","윤여림 글","스콜라 : 위즈덤하우스 미디어그룹","2019","단행본","서울도서관","20200211"
"결혼 고발 :착한 남자 안전한 결혼 나쁜 가부장제","사월날씨 지음","arte(아르테)","2019","단행본","서울도서관","20200211"
"너와 함께라면 인생도 여행이다 :나태주 시집","나태주 [지음]","열림원","2019","단행본","서울도서관","20200211"
"내 인생의 버팀목 독서와 봉사 :20년 넘게 독서와 봉사의 꿈을 쫓는 85세 청춘 이야기","심상무 지음","지식과감성#","2019","단행본","서울도서관","20200211"
"(신통방통) 홈쇼핑","이분희 글","비룡소","2019","단행본","서울도서관","20200211"
"러일전쟁 :기원과 개전 .1","와다 하루키 지음","한길사","2019","단행본","서울도서관","20200211"
"1만 시간 자수성가의 비밀 :월급 69만 원 영업 사원에서 10년 만에 건물주가 되었습니다","정찬영 지음","bㅅㅇㄷ[비사이드] : 부키","2019","단행본","서울도서관","20200211"
"자바 프로젝트 :필수 유틸리티","쇼다 츠야노","한빛 미디어","2018","단행본","서울도서관","20200211"
"퐁당 시칠리아 :지중해에서 보낸 완벽한 한 달","윤정인 지음","이담 Books : 한국학술정보","2019","단행본","서울도서관","20200211"
"애자일 민첩하고 유연한 조직의 비밀","스티븐 데닝 지음","어크로스","2019","단행본","서울도서관","20200211"
"소셜네트워크분석 =Social network analysis","곽기영 [저]","청람","2017","단행본","서울도서관","20200211"
"데이터 과학자를 위한 금융 분석 총론 :R로 학습하는 핵심 금융 분석의 이론과 실제","마크 베넷","에이콘: 에이콘출판주식회사","2019","단행본","서울도서관","20200211"
"혐오표현을 거절할 자유","이정희 지음","들녘","2019","단행본","서울도서관","20200211"
"사형에 이르는 병","구시키 리우 지음","h(에이치)","2019","단행본","서울도서관","20200211"
"한 줄도 좋다 옛 유행가 :이 아픈 사랑의 클리셰","조현구 [지음]","테오리아","2019","단행본","서울도서관","20200211"
"(모나블's) 캐릭터 연출 빛과 색감편","원보연 저","Digital Books(디지털북스)","2019","단행본","서울도서관","20200211"
"나무의 해충 피해 :나무진료 실무교재","강전유 [저]","학술편수관 ; 나무종합병원","2018","단행본","서울도서관","20200211"
"워킹맘을 위한 초등 1학년 준비법","이나연 지음","글담출판","2019","단행본","서울도서관","20200211"
"(당황하지 않고 겁먹지 않고 감추지 않는) 부모의 첫 성교육","노하연","경향BP(경향비피)","2019","단행본","서울도서관","20200211"
"과수 병해충","농촌진흥청 [지음]","휴먼컬처아리랑: 생각쉼표","2017","단행본","서울도서관","20200211"
"농경지 토양 관리기술 =Crop soil management technology","농촌진흥청 [지음]","생각쉼표: 휴먼컬처아리랑","2018","단행본","서울도서관","20200211"
"베로니카의 눈물 :권지예 소설","권지예 [지음]","은행나무","2019","단행본","서울도서관","20200211"
"좌파가 장악한 대한민국","김세의 [지음]","가로세로연구소","2019","단행본","서울도서관","20200211"
"마이 엔젤 아프리카 =My angel Africa","이희자 [사진]","포토닷","2019","단행본","서울도서관","20200211"
"눈보라","알렉산드르 푸시킨 지음","녹색광선","2020","단행본","서울도서관","20200211"
"자동 피아노 :천희란 소설","천희란 [지음]","창비","2019","단행본","서울도서관","20200211"
"이웃집 백만장자 변하지 않는 부의 법칙 :흔들리지 않는 부는 어떻게 축적되는가","토머스 스탠리","비즈니스북스","2019","단행본","서울도서관","20200211"
"언니 지금 사춘기야?","정이숙 글","키움북스: 세종","2019","단행본","서울도서관","20200211"
"우아한 크리스마스의 죽이는 미스터리","G. K. 체스터튼","북스피어","2019","단행본","서울도서관","20200211"
"위스퍼링 룸 :딘 쿤츠 장편소설","딘 쿤츠 [지음]","북로드 : 더난콘텐츠그룹","2019","단행본","서울도서관","20200211"
"일본은 원수인가 이웃인가 :한?일관계 40년 허남정의 1111km 도보종단 문화?의식구조탐방 61일","허남정 지음","글로벌마인드: 글로벌마인드지엠","2019","단행본","서울도서관","20200211"
"연애 저체온증 :한없이 눈치만 보는 당신을 위한 연애 심리 처방전","다카하시 리에 지음","새얀","2018","단행본","서울도서관","20200211"
"영화평 어떻게 쓸 것인가","김지미 지음","서울대학교출판문화원","2019","단행본","서울도서관","20200211"
"담대함 :오늘을 사는 여호수아들에게 : 맡겨진 삶의 영토를 살라","이규현 지음","두란노: 두란노서원","2019","단행본","서울도서관","20200211"
"주님의 사람 :이재철 목사 메시지 =The man for the lord","이재철 지음","홍성사","2016","단행본","서울도서관","20200211"
"PHP 프로그래밍 입문","황재호 지음","한빛아카데미","2019","단행본","서울도서관","20200211"
"러일전쟁 :기원과 개전 .2","와다 하루키 지음","한길사","2019","단행본","서울도서관","20200211"
"안녕 드뷔시 전주곡 :휠체어 탐정의 사건 파일 : 나카야마 시치리 단편 연작소설","나카야마 시치리 [지음]","블루홀6","2019","단행본","서울도서관","20200211"
"저는 비정규직 초단시간 근로자입니다","석정연 지음","산지니","2019","단행본","서울도서관","20200211"
"(에크하르트 톨레의) 이 순간의 나 :세계 3대 영적 지도자 에크하르트 톨레 사상의 핵심집약판이자 실천편","에크하르트 톨레 지음","센시오","2019","단행본","서울도서관","20200211"
"질 좋은 책 :학교에서 알려주지 않은 '진짜' 성교육","정수연 지음","위즈덤하우스 : 위즈덤하우스 미디어그룹","2019","단행본","서울도서관","20200211"
"R로 하는 빅데이터 분석 :데이터 전처리와 시각화 : 개념적 기초에서 심층 활용까지","김권현 [지음]","숨은원리","2020","단행본","서울도서관","20200211"
"을지로 수집","설동주 쓰고 그림","Bcut: 북스톤","2020","단행본","서울도서관","20200211"
"나는 꽤 괜찮은 사람입니다 :자신감을 연습하면 달라지는 7가지","브라이언 트레이시 지음","포레스트북스","2019","단행본","서울도서관","20200211"
"대한민국 부동산 사용설명서 :부동산 절대 기준 빠숑의 특급 가이드","김학렬 지음","에프엔미디어","2019","단행본","서울도서관","20200211"
"(참쉽다) 초등학교 입학준비 :1년 내내 펼쳐 보는 초등 1학년 학교생활 가이드","이은경 지음","황금부엉이 : 첨단","2019","단행본","서울도서관","20200211"
"(모두 깨치는) 한글 :지도자용: 난독증은 없다!","양지숙","메이킹북스","2019","단행본","서울도서관","20200211"
"(퀴즈!) 과학상식 :황당 측정 수학","권찬호 지음","글송이","2019","단행본","서울도서관","20200211"
"빅 엔젤의 마지막 토요일 :루이스 알베르토 우레아 장편소설","루이스 알베르토 우레아 [지음]","다산책방 : 다산북스","2019","단행본","서울도서관","20200211"
"내 코가 부러졌어!","모 윌렘스 글?그림","푸른숲주니어 : 푸른숲","2014","단행본","서울도서관","20200211"
"(가입부터 마케팅까지) 꼼꼼한 아마존 셀러 가이드북 :아마존 셀러가 알아야 할 A to Z","서주영 지음","e비즈북스","2019","단행본","서울도서관","20200211"
"太白山脈 :趙廷來 大河小說 .9 제4부 전쟁과 분단","조정래 [저]","해냄출판사","2003","단행본","서울도서관","20200211"
"太白山脈 :趙廷來 大河小說 .8 제4부 전쟁과 분단","조정래 [저]","해냄출판사","2003","단행본","서울도서관","20200211"
"이제 몸을 챙깁니다 :바디풀니스 진정한 나로 살기 위한 첫걸음","문요한 지음","해냄: 해냄출판사","2019","단행본","서울도서관","20200211"
